EOD-Code,EOD-Exchange,EOD-Name,EOD-Type,EOD-Country,EOD-Currency,ISIN,EOD-previousClose,EOD-previousCloseDate,industry-IB,longName-IB,marketName-IB,Symbol-IB,Name-IB,Country-IB,Exchange-IB,Currency-IB,Name-Investing.com,Exchange-Investing.com,Type-Investing.com,Market-Investing.com,CUSIP-Investing.com
8707,TSE,IwaiCosmo Holdings Inc,Common Stock,Japan,JPY,JP3149950002,1274.0,2022-07-20,Financial,IWAI COSMO HOLDINGS INC,8707,8707,IWAI COSMO HOLDINGS INC,Japan,TSEJ,JPY,,,,,
6924,TSE,Iwasaki Electric Co Ltd,Common Stock,Japan,JPY,JP3150800005,2623.0,2022-07-20,Industrial,IWASAKI ELECTRIC CO LTD,6924,6924,IWASAKI ELECTRIC CO LTD,Japan,TSEJ,JPY,,,,,
8088,TSE,Iwatani Corp,Common Stock,Japan,JPY,JP3151600008,5520.0,2022-07-20,"Consumer, Cyclical",IWATANI CORP,8088,8088,IWATANI CORP,Japan,TSEJ,JPY,,,,,
IWG,LSE,IWG PLC,Common Stock,UK,GBX,JE00BYVQYS01,190.0,2022-07-20,"Consumer, Non-cyclical",IWG PLC,STMM,IWG,IWG PLC,United Kingdom,LSE,GBP,,,,,
9753,TSE,I X Knowledge Inc,Common Stock,Japan,JPY,JP3100720006,677.0,2022-07-20,Technology,IX KNOWLEDGE INC,9753,9753,IX KNOWLEDGE INC,Japan,TSEJ,JPY,,,,,
IXI,AU,iShares Global Consumer Staples AUD,ETF,Australia,AUD,AU000000IXI1,85.0,2022-07-20,,ISHARES GLOBAL CONSUM STAPLE,IXI,IXI,,,,,,,,,
IXI,LSE,IXICO PLC,Common Stock,UK,GBX,GB00BFXR4C20,30.5,2022-07-20,"Consumer, Non-cyclical",IXICO PLC,ASQ1,IXI,IXICO PLC,United Kingdom,LSE,GBP,,,,,
IXI,V,Indigo Exploration Inc.,Common Stock,Canada,CAD,CA45568X2059,0.03,2022-07-19,Financial,INDIGO EXPLORATION INC,IXI,IXI,,,,,,,,,
8385,TSE,The Iyo Bank Ltd,Common Stock,Japan,JPY,JP3149600003,634.0,2022-07-20,Financial,IYO BANK LTD/THE,8385,8385,IYO BANK LTD/THE,Japan,TSEJ,JPY,,,,,
8385,HK,Prosperous Printing Co Ltd,Common Stock,Hong Kong,HKD,HK0000376159,0.061,2022-07-20,"Consumer, Non-cyclical",PROSPEROUS PRINTING CO LTD,8385,8385,,,,,,,,,
IZEA,US,IZEA Inc,Common Stock,USA,USD,US46604H1059,0.96,2022-07-20,Communications,IZEA WORLDWIDE INC,SCM,IZEA,,,,,,,,,
8273,TSE,Izumi Co Ltd,Common Stock,Japan,JPY,JP3138400001,3235.0,2022-07-20,"Consumer, Cyclical",IZUMI CO LTD,8273,8273,IZUMI CO LTD,Japan,TSEJ,JPY,,,,,
3086,TSE,J.Front Retailing Co. Ltd.,Common Stock,Japan,JPY,JP3386380004,1069.0,2022-07-20,"Consumer, Cyclical",J FRONT RETAILING CO LTD,3086,3086,J FRONT RETAILING CO LTD,Japan,TSEJ,JPY,,,,,
3086,HK,BMO NASDAQ 100 HKD,ETF,Hong Kong,HKD,HK0000280989,25.04,2022-07-20,,CHINAAMC NASDAQ 100 ETF-HKD,3086,3086,,,,,,,,,
8508,TSE,J Trust Co Ltd,Common Stock,Japan,JPY,JP3142350002,465.0,2022-07-20,Financial,J TRUST CO LTD,8508,8508,J TRUST CO LTD,Japan,TSEJ,JPY,,,,,
JBL,US,Jabil Circuit Inc,Common Stock,USA,USD,US4663131039,56.11,2022-07-20,Industrial,JABIL INC,JBL,JBL,JABIL INC,Germany,US Exchange,,Jabil Circuit Inc,NYSE,Equity,United States,466313103
2124,TSE,Jac Recruitment Co Ltd,Common Stock,Japan,JPY,JP3386130003,1919.0,2022-07-20,"Consumer, Non-cyclical",JAC RECRUITMENT CO LTD,2124,2124,JAC RECRUITMENT CO LTD,Japan,TSEJ,JPY,,,,,
JACK,US,Jack In The Box Inc,Common Stock,USA,USD,US4663671091,66.44,2022-07-20,"Consumer, Cyclical",JACK IN THE BOX INC,NMS,JACK,,,,,,,,,
603337,SHG,Jack Sewing,Common Stock,China,CNY,CNE100002Z81,21.38,2022-07-20,Industrial,JACK TECHNOLOGY CO LTD-A,603337,603337,JACK SEWING MACHINE CO LTD-A,China,SEHKNTL,CNH,,,,,
J17,SG,Jackspeed Corporation Limited,Common Stock,Singapore,SGD,SG1O75914679,0.131,2022-07-19,"Consumer, Cyclical",JACKSPEED CORPORATION LTD,J17,J17,JACKSPEED CORPORATION LTD,Singapore,SGX,SGD,,,,,
J,US,Jacobs Engineering Group Inc,Common Stock,USA,USD,US4698141078,128.22,2022-07-20,Industrial,JACOBS ENGINEERING GROUP INC,J,J,JACOBS ENGINEERING GROUP INC,Germany,US Exchange,,Jacobs Engineering Group Inc,NYSE,Equity,United States,469814107
2633,HK,Jacobson Pharma Corporation Ltd,Common Stock,Hong Kong,HKD,KYG677291067,0.72,2022-07-20,"Consumer, Non-cyclical",JACOBSON PHARMA CORP LTD,2633,2633,,,,,,,,,
JBOG,PA,Jacques Bogart SA,Common Stock,France,EUR,FR0012872141,9.94,2022-07-20,"Consumer, Non-cyclical",JACQUES BOGART,XETRA,JBOG,JACQUES BOGART,France,SBF,EUR,,,,,
JCQ,PA,Jacquet Metal Service SA,Common Stock,France,EUR,FR0000033904,15.76,2022-07-20,"Consumer, Cyclical",JACQUET METALS SA,JCQ,JCQ,JACQUET METAL SERVICE SA,France,SBF,EUR,,,,,
J03,SG,Jadason Enterprises Ltd,Common Stock,Singapore,SGD,SG1I79884330,0.022,2022-07-19,Industrial,JADASON ENTERPRISES LTD,J03,J03,JADASON ENTERPRISES LTD,Singapore,SGX,SGD,,,,,
JADA,US,Jadeart Group Inc,Common Stock,USA,USD,US4698712068,0.017,2022-07-20,"Consumer, Cyclical",JADE ART GROUP INC,CURRENT,JADA,,,,,,,,,
JADE,V,Jade Leader Corp,Common Stock,Canada,CAD,CA46989B1031,0.05,2022-07-19,Basic Materials,JADE LEADER CORP,JADE,JADE,,,,,,,,,
JADE,LSE,Jade Road Investments Ltd,Common Stock,UK,GBX,VGG4S09E1053,6.875,2022-07-20,Financial,JADE ROAD INVESTMENTS LTD,ASQ1,JADE,,,,,,,,,
JSE,LSE,Jadestone Energy Inc,Common Stock,UK,GBX,GB00BLR71299,86.4,2022-07-20,Energy,JADESTONE ENERGY PLC,ASQ1,JSE,JADESTONE ENERGY INC,United Kingdom,LSE,GBP,,,,,
JSE,JSE,JSE Limited,Common Stock,South Africa,ZAC,ZAE000079711,10382.0,2022-07-20,Financial,JSE LTD,JSE,JSE,,,,,,,,,
JAEG,V,Jaeger Resources Corp,Common Stock,Canada,CAD,CA4700031046,0.02,2022-07-19,Basic Materials,JAEGER RESOURCES CORP,JAEG,JAEG,JAEGER RESOURCES CORP,Canada,VENTURE,CAD,,,,,
8595,TSE,Jafco Co Ltd,Common Stock,Japan,JPY,JP3389900006,1802.0,2022-07-20,Financial,JAFCO GROUP CO LTD,8595,8595,JAFCO CO LTD,Germany,TSEJ,JPY,,,,,
JAGRAN,NSE,Jagran Prakashan Limited,Common Stock,India,INR,INE199G01027,54.6,2022-07-20,Communications,JAGRAN PRAKASHAN LIMITED,JAGRAN,JAGRAN,JAGRAN PRAKASHAN LIMITED,India,NSE,INR,,,,,
JAGSNPHARM,NSE,Jagsonpal Pharmaceuticals Limited,Common Stock,India,INR,INE048B01027,348.55,2022-07-20,"Consumer, Non-cyclical",JAGSONPAL PHARMACEUTICALS,JAGSNPHAR,JAGSNPHAR,JAGSONPAL PHARMACEUTICALS,India,NSE,INR,,,,,
JAGX,US,Jaguar Animal Health Inc,Common Stock,USA,USD,US47010C6075,0.3165,2022-07-20,"Consumer, Non-cyclical",JAGUAR HEALTH INC,SCM,JAGX,,,,,,,,,
JAG,TO,Jaguar Mining Inc,Common Stock,Canada,CAD,CA47009M8896,2.91,2022-07-20,Basic Materials,JAGUAR MINING INC,JAG,JAG,,,,,,,,,
JAIBALAJI,NSE,Jai Balaji Industries Limited,Common Stock,India,INR,INE091G01018,42.0,2022-07-20,Basic Materials,JAI BALAJI INDUSTRIES LTD,JAIBALAJI,JAIBALAJI,JAI BALAJI INDUSTRIES LTD,India,NSE,INR,,,,,
JISLDVREQS,NSE,Jain Irrigation Systems Limited,Common Stock,India,INR,IN9175A01010,19.65,2022-07-20,Industrial,JAIN IRRIGATION SYSTEMS-DVR,JISLDVREQ,JISLDVREQ,,,,,,,,,
JAINSTUDIO,BSE,JAIN STUDIOS LTD.,Common Stock,India,INR,INE486B01011,2.55,2022-07-20,Communications,JAIN STUDIOS LTD,JAINSTUDI,JAINSTUDI,JAIN STUDIOS LTD,India,NSE,INR,,,,,
JPASSOCIAT,NSE,Jaiprakash Associates Limited,Common Stock,India,INR,INE455F01025,7.4,2022-07-20,Industrial,JAIPRAKASH ASSOCIATES LTD,JPASSOCIA,JPASSOCIA,JAIPRAKASH ASSOCIATES LTD,India,NSE,INR,,,,,
JPPOWER,NSE,Jaiprakash Power Ventures Limited,Common Stock,India,INR,INE351F01018,6.35,2022-07-20,Utilities,JAIPRAKASH POWER VENTURES LT,JPPOWER,JPPOWER,JAIPRAKASH POWER VENTURES LT,India,NSE,INR,,,,,
JAKK,US,JAKKS Pacific Inc,Common Stock,USA,USD,US47012E4035,14.94,2022-07-20,"Consumer, Cyclical",JAKKS PACIFIC INC,NMS,JAKK,,,,,,,,,
JMBA,XETRA,JPMorgan ETFs (Ireland) ICAV - USD Emerging Markets Sovereign Bond UCITS ETF USD (acc),ETF,Germany,EUR,IE00BJ06C937,87.206,2022-07-20,,JPM USD EM SOV BD USD ACC,EUE2,JMBA,,,,,,,,,
7408,TSE,Jamco Corp,Common Stock,Japan,JPY,JP3390000002,1279.0,2022-07-20,Industrial,JAMCO CORP,7408,7408,JAMCO CORP,Japan,TSEJ,JPY,,,,,
JWCAF,US,James E Wagner Cultivation Corp,Common Stock,USA,USD,CA47031P1080,0.0,2022-07-20,"Consumer, Non-cyclical",JAMES E WAGNER CULTIVATION C,JWCA.H,JWCA.H,,,,,,,,,
FSJ,LSE,James Fisher and Sons PLC,Common Stock,UK,GBX,GB0003395000,265.0,2022-07-20,Industrial,JAMES FISHER & SONS PLC,SSMM,FSJ,JAMES FISHER & SONS PLC,United Kingdom,LSE,GBP,,,,,
JHD,LSE,James Halstead PLC,Common Stock,UK,GBX,GB00B0LS8535,211.0,2022-07-20,Industrial,JAMES HALSTEAD PLC,AMSM,JHD,JAMES HALSTEAD PLC,United Kingdom,LSE,GBP,,,,,
JHX,AU,James Hardie Industries PLC,Common Stock,Australia,AUD,AU000000JHX1,34.42,2022-07-20,Industrial,JAMES HARDIE INDUSTRIES-CDI,JHX,JHX,JAMES HARDIE INDUSTRIES-CDI,Australia,ASX,AUD,,,,,
JHX,US,James Hardie Industries PLC ADR,Common Stock,USA,USD,US47030M1062,23.82,2022-07-20,Industrial,JAMES HARDIE IND PLC-SP ADR,JHX,JHX,,,,,,,,,
JRVR,US,James River Group Holdings Ltd,Common Stock,USA,USD,BMG5005R1079,22.3,2022-07-20,Financial,JAMES RIVER GROUP HOLDINGS L,NMS,JRVR,,,,,,,,,
JAL,AU,Jameson Resources Ltd,Common Stock,Australia,AUD,AU000000JAL1,0.07,2022-07-20,Basic Materials,JAMESON RESOURCES LTD,JAL,JAL,JAMESON RESOURCES LTD,Australia,ASX,AUD,,,,,
JWEL,TO,Jamieson Wellness Inc,Common Stock,Canada,CAD,CA4707481046,36.03,2022-07-20,"Consumer, Non-cyclical",JAMIESON WELLNESS INC,JWEL,JWEL,JAMIESON WELLNESS INC,Canada,TSE,CAD,,,,,
JWEL,US,Jowell Global Ltd.,Common Stock,USA,USD,KYG5194C1015,3.08,2022-07-20,Communications,JOWELL GLOBAL LTD,SCM,JWEL,,,,,,,,,
JAMN,US,Jammin Java Corp,Common Stock,USA,USD,US4707511089,0.0001,2022-07-20,"Consumer, Non-cyclical",JAMMIN JAVA CORP,CURRENT,JAMN,,,,,,,,,
J&KBANK,NSE,The Jammu & Kashmir Bank Limited,Common Stock,India,INR,INE168A01041,27.95,2022-07-20,Financial,JAMMU & KASHMIR BANK LTD,JKBANK,JKBANK,JAMMU & KASHMIR BANK LTD,India,NSE,INR,,,,,
JAMNAAUTO,NSE,Jamna Auto Industries Limited,Common Stock,India,INR,INE039C01032,127.95,2022-07-20,"Consumer, Cyclical",JAMNA AUTO INDUSTRIES LTD,JAMNAAUTO,JAMNAAUTO,JAMNA AUTO INDUSTRIES LTD,India,NSE,INR,,,,,
JANL,US,Janel Corp,Common Stock,USA,USD,US47077R1095,35.0,2022-07-20,"Consumer, Non-cyclical",JANEL CORP,CURRENT,JANL,,,,,,,,,
601886,SHG,Jangho Group Co Ltd,Common Stock,China,CNY,CNE100001682,8.59,2022-07-20,Industrial,JANGHO GROUP CO LTD-A,601886,601886,JANGHO GROUP CO LTD-A,China,SEHKNTL,CNH,,,,,
JAN,LSE,Jangada Mines Plc,Common Stock,UK,GBX,GB00BZ11WQ61,3.7,2022-07-20,Basic Materials,JANGADA MINES PLC,ASQ1,JAN,,,,,,,,,
JAN,AU,Janison Education Group Ltd,Common Stock,Australia,AUD,AU000000JAN7,0.45,2022-07-20,Communications,JANISON EDUCATION GROUP LTD,JAN,JAN,,,,,,,,,
JAN,US,Janone Inc,Common Stock,USA,USD,US47089W1045,2.85,2022-07-20,"Consumer, Non-cyclical",JANONE INC,SCM,JAN,JANGADA MINES PLC,United Kingdom,LSE,GBP,Janone Inc,NASDAQ,Equity,United States,47089W104
6445,TSE,Janome Sewing Machine Co Ltd,Common Stock,Japan,JPY,JP3389400007,728.0,2022-07-20,"Consumer, Cyclical",JANOME CORP,6445,6445,JANOME SEWING MACHINE CO LTD,Japan,TSEJ,JPY,,,,,
JHG,AU,Janus Henderson Group PLC DRC,Common Stock,Australia,AUD,AU000000JHG6,34.91,2022-07-20,Financial,JANUS HENDERSON GROUP-CDI,JHG,JHG,,,,,,,,,
9201,TSE,Japan Airlines Co Ltd,Common Stock,Japan,JPY,JP3705200008,2290.0,2022-07-20,"Consumer, Cyclical",JAPAN AIRLINES CO LTD,9201,9201,JAPAN AIRLINES CO LTD,Japan,TSEJ,JPY,,,,,
9706,TSE,Japan Airport Terminal Co Ltd,Common Stock,Japan,JPY,JP3699400002,5200.0,2022-07-20,Industrial,JAPAN AIRPORT TERMINAL CO,9706,9706,JAPAN AIRPORT TERMINAL CO,Japan,TSEJ,JPY,,,,,
8518,TSE,Japan Asia Investment Co Ltd,Common Stock,Japan,JPY,JP3686150008,260.0,2022-07-20,Financial,"JAPAN ASIA INVESTMENT CO., LTD",8518,8518,"JAPAN ASIA INVESTMENT CO., LTD",Japan,TSEJ,JPY,,,,,
6807,TSE,Japan Aviation Electronics Ltd,Common Stock,Japan,JPY,JP3705600009,2192.0,2022-07-20,Industrial,JAPAN AVIATION ELECTRONICS,6807,6807,JAPAN AVIATION ELECTRONICS,Japan,TSEJ,JPY,,,,,
6418,TSE,Japan Cash Machine Co Ltd,Common Stock,Japan,JPY,JP3697800005,685.0,2022-07-20,Technology,JAPAN CASH MACHINE CO LTD,6418,6418,JAPAN CASH MACHINE CO LTD,Japan,TSEJ,JPY,,,,,
9424,TSE,Japan Communications Inc,Common Stock,Japan,JPY,JP3729600001,212.0,2022-07-20,Communications,JAPAN COMMUNICATIONS INC,9424,9424,JAPAN COMMUNICATIONS INC,Japan,TSEJ,JPY,,,,,
6740,TSE,Japan Display Inc,Common Stock,Japan,JPY,JP3389660006,67.0,2022-07-20,Industrial,JAPAN DISPLAY INC,6740,6740,JAPAN DISPLAY INC,Japan,TSEJ,JPY,,,,,
6016,TSE,Japan Engine Corp,Common Stock,Japan,JPY,JP3291000002,1102.0,2022-07-20,Industrial,JAPAN ENGINE CORP,6016,6016,JAPAN ENGINE CORP,Japan,TSEJ,JPY,,,,,
8987,TSE,Japan Excellent Inc,Common Stock,Japan,JPY,JP3046420000,121300.0,2022-07-20,Financial,JAPAN EXCELLENT INC,8987,8987,JAPAN EXCELLENT INC,Japan,TSEJ,JPY,,,,,
8697,TSE,Japan Exchange Group Inc,Common Stock,Japan,JPY,JP3183200009,2149.5,2022-07-20,Financial,JAPAN EXCHANGE GROUP INC,8697,8697,JAPAN EXCHANGE GROUP INC,Japan,TSEJ,JPY,,,,,
2599,TSE,Japan Foods Co Ltd,Common Stock,Japan,JPY,JP3389650007,1130.0,2022-07-20,"Consumer, Non-cyclical",JAPAN FOODS CO LTD,2599,2599,JAPAN FOODS CO LTD,Japan,TSEJ,JPY,,,,,
2599,HK,Shinsun Holdings Group Co Ltd,Common Stock,Hong Kong,HKD,KYG812901018,0.495,2022-07-20,Financial,SHINSUN HOLDINGS GROUP CO LT,2599,2599,,,,,,,,,
5OI,SG,Japan Foods Holding Ltd,Common Stock,Singapore,SGD,SG1X84942272,0.42,2022-07-20,"Consumer, Non-cyclical",JAPAN FOODS HOLDING LTD,5OI,5OI,JAPAN FOODS HOLDING LTD,Singapore,SGX,SGD,,,,,
1914,TSE,Japan Foundation Engineering,Common Stock,Japan,JPY,JP3697400004,599.0,2022-07-20,Industrial,JAPAN FOUNDATION ENGINEERING,1914,1914,JAPAN FOUNDATION ENGINEERING,Japan,TSEJ,JPY,,,,,
JG,V,Japan Gold Corp,Common Stock,Canada,CAD,CA4710821071,0.21,2022-07-20,Basic Materials,JAPAN GOLD CORP,JG,JG,JAPAN GOLD CORP,Canada,VENTURE,CAD,,,,,
JG,US,Aurora Mobile Ltd,Common Stock,USA,USD,US0518571007,0.9143,2022-07-20,Technology,AURORA MOBILE LTD-ADR,NMS,JG,,,,,,,,,
8985,TSE,Japan Hotel Reit Investment Corp,Common Stock,Japan,JPY,JP3046400002,63300.0,2022-07-20,Financial,JAPAN HOTEL REIT INVESTMENT,8985,8985,JAPAN HOTEL REIT INVESTMENT,Japan,TSEJ,JPY,,,,,
7172,TSE,Japan Investment Adviser Co Ltd,Common Stock,Japan,JPY,JP3389470000,1292.0,2022-07-20,Industrial,JAPAN INVESTMENT ADVISER CO,7172,7172,JAPAN INVESTMENT ADVISER CO,Japan,TSEJ,JPY,,,,,
7575,TSE,Japan Lifeline Co Ltd,Common Stock,Japan,JPY,JP3754500001,966.0,2022-07-20,"Consumer, Non-cyclical",JAPAN LIFELINE CO LTD,7575,7575,JAPAN LIFELINE CO LTD,Japan,TSEJ,JPY,,,,,
9060,TSE,Japan Logistic Systems Corp,Common Stock,Japan,JPY,JP3756050005,3290.0,2022-07-20,"Consumer, Cyclical",JAPAN LOGISTIC SYSTEMS CORP,9060,9060,JAPAN LOGISTIC SYSTEMS CORP,Japan,TSEJ,JPY,,,,,
8967,TSE,Japan Logistics Fund Inc,Common Stock,Japan,JPY,JP3046230003,321000.0,2022-07-20,Financial,"JAPAN LOGISTICS FUND, INC.",8967,8967,"JAPAN LOGISTICS FUND, INC.",Japan,TSEJ,JPY,,,,,
6055,TSE,Japan Material Co Ltd,Common Stock,Japan,JPY,JP3389680004,1833.0,2022-07-20,Technology,JAPAN MATERIAL CO LTD,6055,6055,JAPAN MATERIAL CO LTD,Japan,TSEJ,JPY,,,,,
6055,HK,China Tobacco International HK Co Ltd,Common Stock,Hong Kong,HKD,HK0000503208,11.8,2022-07-20,"Consumer, Non-cyclical",CHINA TOBACCO INTERNATIONAL,6055,6055,CHINA TOBACCO INTERNATIONAL,Hong Kong,SEHK,HKD,,,,,
9074,TSE,Japan Oil Transportation Co Ltd,Common Stock,Japan,JPY,JP3724600006,2434.0,2022-07-20,Industrial,JAPAN OIL TRANSPORTATION CO,9074,9074,JAPAN OIL TRANSPORTATION CO,Japan,TSEJ,JPY,,,,,
1662,TSE,Japan Petroleum Exploration Co Ltd,Common Stock,Japan,JPY,JP3421100003,3325.0,2022-07-20,Energy,JAPAN PETROLEUM EXPLORATION,1662,1662,JAPAN PETROLEUM EXPLORATION,Japan,TSEJ,JPY,,,,,
1662,HK,Yee Hop Holdings Ltd,Common Stock,Hong Kong,HKD,KYG9836P1081,1.25,2022-07-20,Industrial,YEE HOP HOLDINGS LTD,1662,1662,,,,,,,,,
7182,TSE,Japan Post Bank Co Ltd,Common Stock,Japan,JPY,JP3946750001,1080.0,2022-07-20,Financial,JAPAN POST BANK CO LTD,7182,7182,JAPAN POST BANK CO LTD,Japan,TSEJ,JPY,,,,,
6178,TSE,Japan Post Holdings Co Ltd,Common Stock,Japan,JPY,JP3752900005,974.8,2022-07-20,Financial,JAPAN POST HOLDINGS CO LTD,6178,6178,JAPAN POST HOLDINGS CO LTD,Japan,TSEJ,JPY,,,,,
6178,HK,Everbright Securities Co Ltd,Common Stock,Hong Kong,HKD,CNE1000029M4,5.06,2022-07-20,Financial,EVERBRIGHT SECURITIES CO L-H,6178,6178,EVERBRIGHT SECURITIES CO L-H,Hong Kong,SEHK,HKD,,,,,
7181,TSE,Japan Post Insurance Co Ltd,Common Stock,Japan,JPY,JP3233250004,2190.0,2022-07-20,Financial,JAPAN POST INSURANCE CO LTD,7181,7181,JAPAN POST INSURANCE CO LTD,Japan,TSEJ,JPY,,,,,
8952,TSE,Japan Real Estate Investment Corp,Common Stock,Japan,JPY,JP3027680002,629000.0,2022-07-20,Financial,JAPAN REAL ESTATE INVESTMENT,8952,8952,JAPAN REAL ESTATE INVESTMENT,Japan,TSEJ,JPY,,,,,
8953,TSE,Japan Retail Fund Investment Corp,Common Stock,Japan,JPY,JP3039710003,104300.0,2022-07-20,Financial,JAPAN METROPOLITAN FUND INVE,8953,8953,JAPAN RETAIL FUND INVESTMENT,Japan,TSEJ,JPY,,,,,
8511,TSE,Japan Securities Finance Co Ltd,Common Stock,Japan,JPY,JP3714400003,854.0,2022-07-20,Financial,JAPAN SECURITIES FINANCE CO,8511,8511,JAPAN SECURITIES FINANCE CO,Japan,TSEJ,JPY,,,,,
8511,HK,Min Fu International Holding Ltd,Common Stock,Hong Kong,HKD,KYG9897F1063,0.66,2022-07-20,Industrial,MIN FU INTERNATIONAL HOLDING,8511,8511,,,,,,,,,
5631,TSE,Japan Steel Works Ltd,Common Stock,Japan,JPY,JP3721400004,3120.0,2022-07-20,Basic Materials,JAPAN STEEL WORKS LTD,5631,5631,JAPAN STEEL WORKS LTD,Japan,TSEJ,JPY,,,,,
2488,TSE,JTP Co Ltd,Common Stock,Japan,JPY,JP3710700000,749.0,2022-07-20,Technology,JTP CO LTD,2488,2488,JAPAN THIRD PARTY CO LTD,Japan,TSEJ,JPY,,,,,
2488,HK,Launch Tech Co Ltd,Common Stock,Hong Kong,HKD,CNE1000000V6,3.0,2022-07-20,Industrial,LAUNCH TECH COMPANY LTD-H,2488,2488,,,,,,,,,
7774,TSE,Japan Tissue Engineering Co Ltd,Common Stock,Japan,JPY,JP3389610001,605.0,2022-07-20,"Consumer, Non-cyclical",JAPAN TISSUE ENGINEERING CO,7774,7774,JAPAN TISSUE ENGINEERING CO,Japan,TSEJ,JPY,,,,,
UD2,SG,Japfa Ltd,Common Stock,Singapore,SGD,SG1AB9000005,0.59,2022-07-20,"Consumer, Non-cyclical",JAPFA LTD,UD2,UD2,JAPFA LTD,Singapore,SGX,SGD,,,,,
CYC,AU,Cyclopharm Ltd,Common Stock,Australia,AUD,AU000000CYC5,1.525,2022-07-20,"Consumer, Non-cyclical",CYCLOPHARM LTD,CYC,CYC,CYCLOPHARM LTD,Australia,ASX,AUD,,,,,
C07,SG,Jardine Cycle & Carriage Limited,Common Stock,Singapore,SGD,SG1B51001017,27.75,2022-07-20,"Consumer, Cyclical",JARDINE CYCLE & CARRIAGE LTD,CYC,CYC,JARDINE CYCLE & CARRIAGE LTD,Germany,SWB2,EUR,,,,,
J36,SG,Jardine Matheson Holdings Limited,Common Stock,Singapore,USD,BMG507361001,54.27,2022-07-20,Diversified,JARDINE MATHESON HLDGS LTD,J36,J36,,,,,,,,,
3080,TSE,Jason Co Ltd,Common Stock,Japan,JPY,JP3386360006,514.0,2022-07-20,"Consumer, Cyclical",JASON CO LTD,3080,3080,JASON CO LTD,Japan,TSEJ,JPY,,,,,
5PF,SG,Jason Marine Group Limited,Common Stock,Singapore,SGD,SG1Y80949072,0.163,2022-07-20,Communications,JASON MARINE GROUP LTD,5PF,5PF,JASON MARINE GROUP LTD,Singapore,SGX,SGD,,,,,
FQ7,SG,Jasper Investments Limited,Common Stock,Singapore,SGD,SG1W79939920,0.003,2022-07-20,Industrial,JASPER INVESTMENTS LTD,FQ7,FQ7,JASPER INVESTMENTS LTD,Singapore,SGX,SGD,,,,,
JAT,AU,Jatcorp Ltd,Common Stock,Australia,AUD,AU000000JAT4,0.017,2022-07-20,"Consumer, Cyclical",JATCORP LTD,JAT,JAT,JATENERGY LTD,Australia,ASX,AUD,,,,,
2914,TSE,Japan Tobacco Inc,Common Stock,Japan,JPY,JP3726800000,2390.0,2022-07-20,"Consumer, Non-cyclical",JAPAN TOBACCO INC,2914,2914,JAPAN TOBACCO INC,Japan,TSEJ,JPY,,,,,
DYL,AU,Deep Yellow Ltd,Common Stock,Australia,AUD,AU000000DYL4,0.685,2022-07-20,Basic Materials,DEEP YELLOW LTD,XETRA,JMI,,,,,,,,,
JMI,LSE,JPMorgan Smaller Companies Investment Trust Plc,Common Stock,UK,GBX,GB00BF7L8P11,268.0,2022-07-20,,JPMORGAN UK SMALLER COMPANIE,SSMM,JMI,,,,,,,,,
JAX,V,Jaxon Mining Inc,Common Stock,Canada,CAD,CA47200C1023,0.03,2022-07-19,Basic Materials,JAXON MINING INC,JAX,JAX,,,,,,,,,
JAYBARMARU,NSE,Jay Bharat Maruti Limited,Common Stock,India,INR,INE571B01028,160.55,2022-07-20,"Consumer, Cyclical",JAY BHARAT MARUTI LIMITED,JAYBARMAR,JAYBARMAR,JAY BHARAT MARUTI LIMITED,India,NSE,INR,,,,,
JAYNECOIND,NSE,Jayaswal Neco Industries Limited,Common Stock,India,INR,INE854B01010,25.8,2022-07-20,Basic Materials,JAYASWAL NECO INDUSTRIES LTD,JAYNECOIN,JAYNECOIN,JAYASWAL NECO INDUSTRIES LTD,India,NSE,INR,,,,,
JD,US,JD.com Inc Adr,Common Stock,USA,USD,US47215P1066,62.62,2022-07-20,Communications,JD.COM INC-ADR,JDN,JDN,,,,,,,,,
JPINFRATEC,NSE,Jaypee Infratech Limited,Common Stock,India,INR,INE099J01015,2.3,2022-07-20,"Consumer, Non-cyclical",JAYPEE INFRATECH LTD,JPINFRATE,JPINFRATE,JAYPEE INFRATECH LTD,India,NSE,INR,,,,,
JAY,LSE,Bluejay Mining PLC,Common Stock,UK,GBX,GB00BFD3VF20,4.57,2022-07-20,Basic Materials,BLUEJAY MINING PLC,AMSM,JAY,,,,,,,,,
JAY,AU,Jayride Group Ltd,Common Stock,Australia,AUD,AU000000JAY4,0.2,2022-07-20,Communications,JAYRIDE GROUP LTD,JAY,JAY,JAYRIDE GROUP LTD,Australia,ASX,AUD,,,,,
JAZZ,US,Jazz Pharmaceuticals PLC,Common Stock,USA,USD,IE00B4Q5ZN47,156.15,2022-07-20,"Consumer, Non-cyclical",JAZZ PHARMACEUTICALS PLC,NMS,JAZZ,,,,,,,,,
BEW,V,Bewhere Holdings Inc,Common Stock,Canada,CAD,CA08825T1021,0.25,2022-07-20,Technology,BEWHERE HOLDINGS INC,BEW,BEW,,,,,,,,,
BEW,SG,JB Foods Limited,Common Stock,Singapore,SGD,SG1BH1000008,0.47,2022-07-19,"Consumer, Non-cyclical",JB FOODS LTD,BEW,BEW,JB FOODS LTD,Singapore,SGX,SGD,,,,,
